,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
21178,Russia,2009,male,35-54 years,11721,19901557,58.89,1222643696992,9118
21179,Russia,2009,male,55-74 years,5637,10645241,52.95,1222643696992,9118
21180,Russia,2009,male,15-24 years,4632,10819693,42.81,1222643696992,9118
21181,Russia,2009,female,75+ years,1133,5657810,20.03,1222643696992,9118
21182,Russia,2009,female,55-74 years,1519,16287675,9.33,1222643696992,9118
21183,Russia,2009,female,35-54 years,1930,22050450,8.75,1222643696992,9118
21184,Russia,2009,female,25-34 years,986,11440839,8.62,1222643696992,9118
21185,Russia,2009,female,15-24 years,839,10472951,8.01,1222643696992,9118
21186,Russia,2009,male,5-14 years,166,6869835,2.42,1222643696992,9118
21187,Russia,2009,female,5-14 years,78,6552868,1.19,1222643696992,9118
21188,Russia,2010,male,75+ years,1506,2023458,74.43,1524916112079,11307
21189,Russia,2010,male,25-34 years,6508,11398127,57.1,1524916112079,11307
21190,Russia,2010,male,35-54 years,10304,19786280,52.08,1524916112079,11307
21191,Russia,2010,male,55-74 years,5178,11174530,46.34,1524916112079,11307
21192,Russia,2010,male,15-24 years,3934,10546669,37.3,1524916112079,11307
21193,Russia,2010,female,75+ years,1041,5711389,18.23,1524916112079,11307
21194,Russia,2010,female,55-74 years,1354,16921727,8.0,1524916112079,11307
21195,Russia,2010,female,25-34 years,893,11473939,7.78,1524916112079,11307
21196,Russia,2010,female,35-54 years,1680,21894031,7.67,1524916112079,11307
21197,Russia,2010,female,15-24 years,763,10241329,7.45,1524916112079,11307
21198,Russia,2010,male,5-14 years,131,7012170,1.87,1524916112079,11307
21199,Russia,2010,female,5-14 years,64,6682338,0.96,1524916112079,11307
21200,Russia,2011,male,75+ years,1485,2093449,70.94,2051661732060,15226
21201,Russia,2011,male,25-34 years,6011,11598196,51.83,2051661732060,15226
21202,Russia,2011,male,35-54 years,9411,19684905,47.81,2051661732060,15226
21203,Russia,2011,male,55-74 years,4892,11401026,42.91,2051661732060,15226
21204,Russia,2011,male,15-24 years,3569,10070836,35.44,2051661732060,15226
21205,Russia,2011,female,75+ years,1103,5829088,18.92,2051661732060,15226
21206,Russia,2011,female,15-24 years,740,9723773,7.61,2051661732060,15226
21207,Russia,2011,female,55-74 years,1300,17200185,7.56,2051661732060,15226
21208,Russia,2011,female,25-34 years,843,11638171,7.24,2051661732060,15226
21209,Russia,2011,female,35-54 years,1515,21733089,6.97,2051661732060,15226
21210,Russia,2011,male,5-14 years,102,7052757,1.45,2051661732060,15226
21211,Russia,2011,female,5-14 years,67,6720399,1.0,2051661732060,15226
21212,Russia,2012,male,75+ years,1486,2211989,67.18,2210256976945,16413
21213,Russia,2012,male,25-34 years,5762,11845892,48.64,2210256976945,16413
21214,Russia,2012,male,35-54 years,8755,19588712,44.69,2210256976945,16413
21215,Russia,2012,male,55-74 years,4804,11597408,41.42,2210256976945,16413
21216,Russia,2012,male,15-24 years,3275,9484213,34.53,2210256976945,16413
21217,Russia,2012,female,75+ years,1095,6062562,18.06,2210256976945,16413
21218,Russia,2012,female,25-34 years,866,11827264,7.32,2210256976945,16413
21219,Russia,2012,female,35-54 years,1572,21564691,7.29,2210256976945,16413
21220,Russia,2012,female,55-74 years,1229,17375445,7.07,2210256976945,16413
21221,Russia,2012,female,15-24 years,627,9131383,6.87,2210256976945,16413
21222,Russia,2012,male,5-14 years,107,7159170,1.49,2210256976945,16413
21223,Russia,2012,female,5-14 years,65,6819793,0.95,2210256976945,16413
21224,Russia,2013,male,75+ years,1549,2349484,65.93,2297128039058,17052
21225,Russia,2013,male,25-34 years,5825,12057910,48.31,2297128039058,17052
21226,Russia,2013,male,35-54 years,8815,19484117,45.24,2297128039058,17052
21227,Russia,2013,male,55-74 years,4644,11808589,39.33,2297128039058,17052
21228,Russia,2013,male,15-24 years,2770,8908926,31.09,2297128039058,17052
21229,Russia,2013,female,75+ years,1000,6355318,15.73,2297128039058,17052
21230,Russia,2013,female,35-54 years,1454,21385188,6.8,2297128039058,17052
21231,Russia,2013,female,25-34 years,803,11984461,6.7,2297128039058,17052
21232,Russia,2013,female,55-74 years,1154,17517861,6.59,2297128039058,17052
21233,Russia,2013,female,15-24 years,511,8554683,5.97,2297128039058,17052
21234,Russia,2013,male,5-14 years,111,7327888,1.51,2297128039058,17052
21235,Russia,2013,female,5-14 years,54,6979537,0.77,2297128039058,17052
21236,Russia,2014,male,75+ years,1597,2349484,67.97,2063662665172,15319
21237,Russia,2014,male,25-34 years,5276,12057910,43.76,2063662665172,15319
21238,Russia,2014,male,35-54 years,8105,19484117,41.6,2063662665172,15319
21239,Russia,2014,male,55-74 years,4501,11808589,38.12,2063662665172,15319
21240,Russia,2014,male,15-24 years,2311,8908926,25.94,2063662665172,15319
21241,Russia,2014,female,75+ years,1019,6355318,16.03,2063662665172,15319
21242,Russia,2014,female,55-74 years,1105,17517861,6.31,2063662665172,15319
21243,Russia,2014,female,35-54 years,1297,21385188,6.06,2063662665172,15319
21244,Russia,2014,female,25-34 years,723,11984461,6.03,2063662665172,15319
21245,Russia,2014,female,15-24 years,467,8554683,5.46,2063662665172,15319
21246,Russia,2014,male,5-14 years,96,7327888,1.31,2063662665172,15319
21247,Russia,2014,female,5-14 years,44,6979537,0.63,2063662665172,15319
21248,Russia,2015,male,75+ years,1519,2608590,58.23,1368400705491,9987
21249,Russia,2015,male,35-54 years,7898,19598084,40.3,1368400705491,9987
21250,Russia,2015,male,25-34 years,4994,12407057,40.25,1368400705491,9987
21251,Russia,2015,male,55-74 years,4443,12564884,35.36,1368400705491,9987
21252,Russia,2015,male,15-24 years,1928,7995706,24.11,1368400705491,9987
21253,Russia,2015,female,75+ years,953,6957819,13.7,1368400705491,9987
21254,Russia,2015,female,35-54 years,1391,21387236,6.5,1368400705491,9987
21255,Russia,2015,female,25-34 years,730,12264840,5.95,1368400705491,9987
21256,Russia,2015,female,55-74 years,1062,18280577,5.81,1368400705491,9987
21257,Russia,2015,female,15-24 years,378,7653174,4.94,1368400705491,9987
21258,Russia,2015,male,5-14 years,79,7836667,1.01,1368400705491,9987
21259,Russia,2015,female,5-14 years,57,7464309,0.76,1368400705491,9987
21260,St. Kitts and Nevis,1990,female,15-24 years,0,4900,0.0,208740444,5339
21261,St. Kitts and Nevis,1990,female,25-34 years,0,2600,0.0,208740444,5339
21262,St. Kitts and Nevis,1990,female,35-54 years,0,2900,0.0,208740444,5339
21263,St. Kitts and Nevis,1990,female,5-14 years,0,5700,0.0,208740444,5339
21264,St. Kitts and Nevis,1990,female,55-74 years,0,3300,0.0,208740444,5339
21265,St. Kitts and Nevis,1990,female,75+ years,0,1000,0.0,208740444,5339
21266,St. Kitts and Nevis,1990,male,15-24 years,0,4900,0.0,208740444,5339
21267,St. Kitts and Nevis,1990,male,25-34 years,0,2400,0.0,208740444,5339
21268,St. Kitts and Nevis,1990,male,35-54 years,0,2400,0.0,208740444,5339
21269,St. Kitts and Nevis,1990,male,5-14 years,0,6000,0.0,208740444,5339
21270,St. Kitts and Nevis,1990,male,55-74 years,0,2500,0.0,208740444,5339
21271,St. Kitts and Nevis,1990,male,75+ years,0,500,0.0,208740444,5339
21272,St. Kitts and Nevis,1991,female,15-24 years,0,4900,0.0,209880963,5368
21273,St. Kitts and Nevis,1991,female,25-34 years,0,2600,0.0,209880963,5368
21274,St. Kitts and Nevis,1991,female,35-54 years,0,2900,0.0,209880963,5368
21275,St. Kitts and Nevis,1991,female,5-14 years,0,5700,0.0,209880963,5368
21276,St. Kitts and Nevis,1991,female,55-74 years,0,3300,0.0,209880963,5368
21277,St. Kitts and Nevis,1991,female,75+ years,0,1000,0.0,209880963,5368
21278,St. Kitts and Nevis,1991,male,15-24 years,0,4900,0.0,209880963,5368
21279,St. Kitts and Nevis,1991,male,25-34 years,0,2400,0.0,209880963,5368
21280,St. Kitts and Nevis,1991,male,35-54 years,0,2400,0.0,209880963,5368
21281,St. Kitts and Nevis,1991,male,5-14 years,0,6000,0.0,209880963,5368
21282,St. Kitts and Nevis,1991,male,55-74 years,0,2500,0.0,209880963,5368
21283,St. Kitts and Nevis,1991,male,75+ years,0,500,0.0,209880963,5368
21284,St. Kitts and Nevis,1992,female,15-24 years,0,4900,0.0,229434519,5868
21285,St. Kitts and Nevis,1992,female,25-34 years,0,2600,0.0,229434519,5868
21286,St. Kitts and Nevis,1992,female,35-54 years,0,2900,0.0,229434519,5868
21287,St. Kitts and Nevis,1992,female,5-14 years,0,5700,0.0,229434519,5868
21288,St. Kitts and Nevis,1992,female,55-74 years,0,3300,0.0,229434519,5868
21289,St. Kitts and Nevis,1992,female,75+ years,0,1000,0.0,229434519,5868
21290,St. Kitts and Nevis,1992,male,15-24 years,0,4900,0.0,229434519,5868
21291,St. Kitts and Nevis,1992,male,25-34 years,0,2400,0.0,229434519,5868
21292,St. Kitts and Nevis,1992,male,35-54 years,0,2400,0.0,229434519,5868
21293,St. Kitts and Nevis,1992,male,5-14 years,0,6000,0.0,229434519,5868
21294,St. Kitts and Nevis,1992,male,55-74 years,0,2500,0.0,229434519,5868
21295,St. Kitts and Nevis,1992,male,75+ years,0,500,0.0,229434519,5868
21296,Saint Lucia,1986,male,35-54 years,3,8300,36.14,289689704,2634
21297,Saint Lucia,1986,male,25-34 years,2,8400,23.81,289689704,2634
21298,Saint Lucia,1986,female,15-24 years,0,14800,0.0,289689704,2634
21299,Saint Lucia,1986,female,25-34 years,0,9700,0.0,289689704,2634
21300,Saint Lucia,1986,female,35-54 years,0,9800,0.0,289689704,2634
21301,Saint Lucia,1986,female,5-14 years,0,15200,0.0,289689704,2634
21302,Saint Lucia,1986,female,55-74 years,0,6300,0.0,289689704,2634
21303,Saint Lucia,1986,female,75+ years,0,1600,0.0,289689704,2634
21304,Saint Lucia,1986,male,15-24 years,0,14600,0.0,289689704,2634
21305,Saint Lucia,1986,male,5-14 years,0,15400,0.0,289689704,2634
21306,Saint Lucia,1986,male,55-74 years,0,4900,0.0,289689704,2634
21307,Saint Lucia,1986,male,75+ years,0,1000,0.0,289689704,2634
21308,Saint Lucia,1987,male,55-74 years,3,4900,61.22,319998987,2875
21309,Saint Lucia,1987,male,25-34 years,3,8900,33.71,319998987,2875
21310,Saint Lucia,1987,male,35-54 years,2,8700,22.99,319998987,2875
21311,Saint Lucia,1987,male,15-24 years,2,14600,13.7,319998987,2875
21312,Saint Lucia,1987,female,25-34 years,1,10200,9.8,319998987,2875
21313,Saint Lucia,1987,female,15-24 years,0,14800,0.0,319998987,2875
21314,Saint Lucia,1987,female,35-54 years,0,10000,0.0,319998987,2875
21315,Saint Lucia,1987,female,5-14 years,0,15000,0.0,319998987,2875
21316,Saint Lucia,1987,female,55-74 years,0,6300,0.0,319998987,2875
21317,Saint Lucia,1987,female,75+ years,0,1600,0.0,319998987,2875
21318,Saint Lucia,1987,male,5-14 years,0,15300,0.0,319998987,2875
21319,Saint Lucia,1987,male,75+ years,0,1000,0.0,319998987,2875
21320,Saint Lucia,1988,female,75+ years,1,1600,62.5,366541091,3244
21321,Saint Lucia,1988,male,55-74 years,2,4900,40.82,366541091,3244
21322,Saint Lucia,1988,female,55-74 years,2,6300,31.75,366541091,3244
21323,Saint Lucia,1988,male,35-54 years,2,8800,22.73,366541091,3244
21324,Saint Lucia,1988,male,25-34 years,1,9000,11.11,366541091,3244
21325,Saint Lucia,1988,male,15-24 years,1,14800,6.76,366541091,3244
21326,Saint Lucia,1988,female,5-14 years,1,15300,6.54,366541091,3244
21327,Saint Lucia,1988,female,15-24 years,0,15000,0.0,366541091,3244
21328,Saint Lucia,1988,female,25-34 years,0,10400,0.0,366541091,3244
21329,Saint Lucia,1988,female,35-54 years,0,10200,0.0,366541091,3244
21330,Saint Lucia,1988,male,5-14 years,0,15700,0.0,366541091,3244
21331,Saint Lucia,1988,male,75+ years,0,1000,0.0,366541091,3244
21332,Saint Lucia,1989,male,55-74 years,2,6532,30.62,415518112,3505
21333,Saint Lucia,1989,female,55-74 years,1,7188,13.91,415518112,3505
21334,Saint Lucia,1989,male,25-34 years,1,9610,10.41,415518112,3505
21335,Saint Lucia,1989,female,25-34 years,1,10069,9.93,415518112,3505
21336,Saint Lucia,1989,male,35-54 years,1,10292,9.72,415518112,3505
21337,Saint Lucia,1989,male,15-24 years,1,13777,7.26,415518112,3505
21338,Saint Lucia,1989,female,15-24 years,1,14172,7.06,415518112,3505
21339,Saint Lucia,1989,female,35-54 years,0,10657,0.0,415518112,3505
21340,Saint Lucia,1989,female,5-14 years,0,16416,0.0,415518112,3505
21341,Saint Lucia,1989,female,75+ years,0,1924,0.0,415518112,3505
21342,Saint Lucia,1989,male,5-14 years,0,16552,0.0,415518112,3505
21343,Saint Lucia,1989,male,75+ years,0,1377,0.0,415518112,3505
21344,Saint Lucia,1990,male,25-34 years,1,9974,10.03,483962431,4015
21345,Saint Lucia,1990,female,25-34 years,1,10489,9.53,483962431,4015
21346,Saint Lucia,1990,male,15-24 years,1,13592,7.36,483962431,4015
21347,Saint Lucia,1990,female,15-24 years,0,14116,0.0,483962431,4015
21348,Saint Lucia,1990,female,35-54 years,0,10814,0.0,483962431,4015
21349,Saint Lucia,1990,female,5-14 years,0,16405,0.0,483962431,4015
21350,Saint Lucia,1990,female,55-74 years,0,7433,0.0,483962431,4015
21351,Saint Lucia,1990,female,75+ years,0,2160,0.0,483962431,4015
21352,Saint Lucia,1990,male,35-54 years,0,10663,0.0,483962431,4015
21353,Saint Lucia,1990,male,5-14 years,0,16448,0.0,483962431,4015
21354,Saint Lucia,1990,male,55-74 years,0,6879,0.0,483962431,4015
21355,Saint Lucia,1990,male,75+ years,0,1564,0.0,483962431,4015
21356,Saint Lucia,1991,male,75+ years,1,1687,59.28,513753818,4194
21357,Saint Lucia,1991,male,25-34 years,2,10359,19.31,513753818,4194
21358,Saint Lucia,1991,male,35-54 years,2,11009,18.17,513753818,4194
21359,Saint Lucia,1991,male,15-24 years,1,13648,7.33,513753818,4194
21360,Saint Lucia,1991,female,15-24 years,0,14156,0.0,513753818,4194
21361,Saint Lucia,1991,female,25-34 years,0,10923,0.0,513753818,4194
21362,Saint Lucia,1991,female,35-54 years,0,11148,0.0,513753818,4194
21363,Saint Lucia,1991,female,5-14 years,0,16468,0.0,513753818,4194
21364,Saint Lucia,1991,female,55-74 years,0,7433,0.0,513753818,4194
21365,Saint Lucia,1991,female,75+ years,0,2309,0.0,513753818,4194
21366,Saint Lucia,1991,male,5-14 years,0,16437,0.0,513753818,4194
21367,Saint Lucia,1991,male,55-74 years,0,6919,0.0,513753818,4194
21368,Saint Lucia,1992,male,35-54 years,7,11354,61.65,566894749,4564
21369,Saint Lucia,1992,male,15-24 years,3,13607,22.05,566894749,4564
21370,Saint Lucia,1992,male,55-74 years,1,6939,14.41,566894749,4564
21371,Saint Lucia,1992,female,15-24 years,0,14112,0.0,566894749,4564
21372,Saint Lucia,1992,female,25-34 years,0,11288,0.0,566894749,4564
21373,Saint Lucia,1992,female,35-54 years,0,11519,0.0,566894749,4564
21374,Saint Lucia,1992,female,5-14 years,0,16583,0.0,566894749,4564
21375,Saint Lucia,1992,female,55-74 years,0,7421,0.0,566894749,4564
21376,Saint Lucia,1992,female,75+ years,0,2460,0.0,566894749,4564
21377,Saint Lucia,1992,male,25-34 years,0,10682,0.0,566894749,4564
21378,Saint Lucia,1992,male,5-14 years,0,16444,0.0,566894749,4564
21379,Saint Lucia,1992,male,75+ years,0,1814,0.0,566894749,4564
21380,Saint Lucia,1993,male,35-54 years,5,11725,42.64,574870405,4568
21381,Saint Lucia,1993,male,25-34 years,2,10951,18.26,574870405,4568
21382,Saint Lucia,1993,male,55-74 years,1,6955,14.38,574870405,4568
21383,Saint Lucia,1993,female,15-24 years,0,14011,0.0,574870405,4568
21384,Saint Lucia,1993,female,25-34 years,0,11591,0.0,574870405,4568
21385,Saint Lucia,1993,female,35-54 years,0,11946,0.0,574870405,4568
21386,Saint Lucia,1993,female,5-14 years,0,16743,0.0,574870405,4568
21387,Saint Lucia,1993,female,55-74 years,0,7403,0.0,574870405,4568
21388,Saint Lucia,1993,female,75+ years,0,2603,0.0,574870405,4568
21389,Saint Lucia,1993,male,15-24 years,0,13501,0.0,574870405,4568
21390,Saint Lucia,1993,male,5-14 years,0,16487,0.0,574870405,4568
21391,Saint Lucia,1993,male,75+ years,0,1930,0.0,574870405,4568
21392,Saint Lucia,1994,male,35-54 years,2,12160,16.45,600005564,4704
21393,Saint Lucia,1994,male,15-24 years,2,13371,14.96,600005564,4704
21394,Saint Lucia,1994,female,15-24 years,2,13897,14.39,600005564,4704
21395,Saint Lucia,1994,female,25-34 years,0,11849,0.0,600005564,4704
21396,Saint Lucia,1994,female,35-54 years,0,12434,0.0,600005564,4704
21397,Saint Lucia,1994,female,5-14 years,0,16932,0.0,600005564,4704
21398,Saint Lucia,1994,female,55-74 years,0,7403,0.0,600005564,4704
21399,Saint Lucia,1994,female,75+ years,0,2738,0.0,600005564,4704
21400,Saint Lucia,1994,male,25-34 years,0,11172,0.0,600005564,4704
21401,Saint Lucia,1994,male,5-14 years,0,16577,0.0,600005564,4704
21402,Saint Lucia,1994,male,55-74 years,0,6985,0.0,600005564,4704
21403,Saint Lucia,1994,male,75+ years,0,2039,0.0,600005564,4704
21404,Saint Lucia,1995,male,25-34 years,4,11345,35.26,640449501,4947
21405,Saint Lucia,1995,male,35-54 years,3,12673,23.67,640449501,4947
21406,Saint Lucia,1995,male,15-24 years,2,13265,15.08,640449501,4947
21407,Saint Lucia,1995,female,35-54 years,1,12984,7.7,640449501,4947
21408,Saint Lucia,1995,female,15-24 years,0,13807,0.0,640449501,4947
21409,Saint Lucia,1995,female,25-34 years,0,12065,0.0,640449501,4947
21410,Saint Lucia,1995,female,5-14 years,0,17137,0.0,640449501,4947
21411,Saint Lucia,1995,female,55-74 years,0,7428,0.0,640449501,4947
21412,Saint Lucia,1995,female,75+ years,0,2867,0.0,640449501,4947
21413,Saint Lucia,1995,male,5-14 years,0,16723,0.0,640449501,4947
